3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	243	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	3	3
3	3	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
3	3	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
3	3	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
3	3	239	0	0	0	0	0	4	0	4	0	4	4	4	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	3	3
3	3	239	0	0	0	0	0	4	0	4	0	4	0	4	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	3	3
3	3	239	0	0	0	0	0	0	4	0	0	4	0	4	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	3	3
3	3	239	0	0	0	0	0	0	4	0	0	4	0	4	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	3	3
3	3	239	0	0	0	0	0	0	4	0	0	4	0	4	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	3	3
3	3	239	0	0	0	0	0	0	4	0	0	4	4	4	0	4	4	4	0	0	0	0	0	0	0	0	0	0	0	3	3
3	3	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
3	3	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
3	3	239	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	4	0	4	0	4	0	0	4	0	0	0	3	3
3	3	239	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	4	0	4	0	4	4	0	4	0	0	0	3	3
3	3	239	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	4	0	4	0	4	4	0	4	0	0	0	3	3
3	3	239	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	4	0	4	0	4	0	4	4	0	0	0	3	3
3	3	239	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	4	0	4	0	4	0	4	4	0	0	0	3	3
3	3	239	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	4	0	4	0	0	4	0	0	0	3	3
3	3	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
3	3	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
3	3	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
3	3	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
3	3	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
3	3	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
3	3	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
